АВС/ DEF;От;До;Емкость;Оператор;Регион
343;2141243;2141244;2;МегаФон;Екатеринбург |Свердловская область
343;2141245;2141246;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141247;2141248;2;МегаФон;Екатеринбург |Свердловская область
343;2141249;2141249;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141250;2141252;3;МегаФон;Екатеринбург |Свердловская область
343;2141253;2141253;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141254;2141254;1;МегаФон;Екатеринбург |Свердловская область
343;2141255;2141255;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141256;2141260;5;МегаФон;Екатеринбург |Свердловская область
343;2141261;2141262;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141263;2141263;1;МегаФон;Екатеринбург |Свердловская область
343;2141264;2141264;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141265;2141265;1;МегаФон;Екатеринбург |Свердловская область
343;2141266;2141266;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141267;2141269;3;МегаФон;Екатеринбург |Свердловская область
343;2141270;2141270;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141271;2141272;2;МегаФон;Екатеринбург |Свердловская область
343;2141273;2141274;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141275;2141275;1;МегаФон;Екатеринбург |Свердловская область
343;2141276;2141276;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141277;2141284;8;МегаФон;Екатеринбург |Свердловская область
343;2141285;2141285;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141286;2141286;1;МегаФон;Екатеринбург |Свердловская область
343;2141287;2141287;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141288;2141290;3;МегаФон;Екатеринбург |Свердловская область
343;2141291;2141291;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141292;2141293;2;МегаФон;Екатеринбург |Свердловская область
343;2141294;2141296;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141297;2141301;5;МегаФон;Екатеринбург |Свердловская область
343;2141302;2141304;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141305;2141306;2;МегаФон;Екатеринбург |Свердловская область
343;2141307;2141311;5;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141312;2141313;2;МегаФон;Екатеринбург |Свердловская область
343;2141314;2141318;5;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141319;2141319;1;МегаФон;Екатеринбург |Свердловская область
343;2141320;2141320;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141321;2141323;3;МегаФон;Екатеринбург |Свердловская область
343;2141324;2141324;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141325;2141325;1;МегаФон;Екатеринбург |Свердловская область
343;2141326;2141326;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141327;2141328;2;МегаФон;Екатеринбург |Свердловская область
343;2141329;2141332;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141333;2141338;6;МегаФон;Екатеринбург |Свердловская область
343;2141339;2141340;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141341;2141341;1;МегаФон;Екатеринбург |Свердловская область
343;2141342;2141342;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141343;2141343;1;МегаФон;Екатеринбург |Свердловская область
343;2141344;2141344;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141345;2141345;1;МегаФон;Екатеринбург |Свердловская область
343;2141346;2141346;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141347;2141347;1;МегаФон;Екатеринбург |Свердловская область
343;2141348;2141349;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141350;2141351;2;МегаФон;Екатеринбург |Свердловская область
343;2141352;2141353;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141354;2141355;2;МегаФон;Екатеринбург |Свердловская область
343;2141356;2141357;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141358;2141358;1;МегаФон;Екатеринбург |Свердловская область
343;2141359;2141359;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141360;2141360;1;МегаФон;Екатеринбург |Свердловская область
343;2141361;2141361;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141362;2141364;3;МегаФон;Екатеринбург |Свердловская область
343;2141365;2141365;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141366;2141369;4;МегаФон;Екатеринбург |Свердловская область
343;2141370;2141372;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141373;2141373;1;МегаФон;Екатеринбург |Свердловская область
343;2141374;2141374;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141375;2141375;1;МегаФон;Екатеринбург |Свердловская область
343;2141376;2141377;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141378;2141388;11;МегаФон;Екатеринбург |Свердловская область
343;2141389;2141390;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141391;2141394;4;МегаФон;Екатеринбург |Свердловская область
343;2141395;2141395;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141396;2141397;2;МегаФон;Екатеринбург |Свердловская область
343;2141398;2141398;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141399;2141399;1;МегаФон;Екатеринбург |Свердловская область
343;2141400;2141400;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141401;2141402;2;МегаФон;Екатеринбург |Свердловская область
343;2141403;2141403;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141404;2141404;1;МегаФон;Екатеринбург |Свердловская область
343;2141405;2141406;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141407;2141408;2;МегаФон;Екатеринбург |Свердловская область
343;2141409;2141410;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141411;2141414;4;МегаФон;Екатеринбург |Свердловская область
343;2141415;2141417;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141418;2141418;1;МегаФон;Екатеринбург |Свердловская область
343;2141419;2141420;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141421;2141421;1;МегаФон;Екатеринбург |Свердловская область
343;2141422;2141423;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141424;2141424;1;МегаФон;Екатеринбург |Свердловская область
343;2141425;2141425;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141426;2141429;4;МегаФон;Екатеринбург |Свердловская область
343;2141430;2141430;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141431;2141432;2;МегаФон;Екатеринбург |Свердловская область
343;2141433;2141434;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141435;2141438;4;МегаФон;Екатеринбург |Свердловская область
343;2141439;2141439;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141440;2141442;3;МегаФон;Екатеринбург |Свердловская область
343;2141443;2141443;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141444;2141447;4;МегаФон;Екатеринбург |Свердловская область
343;2141448;2141448;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141449;2141449;1;МегаФон;Екатеринбург |Свердловская область
343;2141450;2141450;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141451;2141454;4;МегаФон;Екатеринбург |Свердловская область
343;2141455;2141455;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141456;2141456;1;МегаФон;Екатеринбург |Свердловская область
343;2141457;2141458;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141459;2141464;6;МегаФон;Екатеринбург |Свердловская область
343;2141465;2141465;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141466;2141470;5;МегаФон;Екатеринбург |Свердловская область
343;2141471;2141474;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141475;2141478;4;МегаФон;Екатеринбург |Свердловская область
343;2141479;2141479;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141480;2141480;1;МегаФон;Екатеринбург |Свердловская область
343;2141481;2141481;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141482;2141482;1;МегаФон;Екатеринбург |Свердловская область
343;2141483;2141484;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141485;2141486;2;МегаФон;Екатеринбург |Свердловская область
343;2141487;2141487;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141488;2141489;2;МегаФон;Екатеринбург |Свердловская область
343;2141490;2141493;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141494;2141496;3;МегаФон;Екатеринбург |Свердловская область
343;2141497;2141498;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141499;2141499;1;МегаФон;Екатеринбург |Свердловская область
343;2141500;2141501;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141502;2141514;13;МегаФон;Екатеринбург |Свердловская область
343;2141515;2141516;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141517;2141517;1;МегаФон;Екатеринбург |Свердловская область
343;2141518;2141519;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141520;2141523;4;МегаФон;Екатеринбург |Свердловская область
343;2141524;2141524;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141525;2141525;1;МегаФон;Екатеринбург |Свердловская область
343;2141526;2141528;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141529;2141529;1;МегаФон;Екатеринбург |Свердловская область
343;2141530;2141532;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141533;2141535;3;МегаФон;Екатеринбург |Свердловская область
343;2141536;2141537;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141538;2141538;1;МегаФон;Екатеринбург |Свердловская область
343;2141539;2141540;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141541;2141541;1;МегаФон;Екатеринбург |Свердловская область
343;2141542;2141543;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141544;2141545;2;МегаФон;Екатеринбург |Свердловская область
343;2141546;2141549;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141550;2141552;3;МегаФон;Екатеринбург |Свердловская область
343;2141553;2141553;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141554;2141556;3;МегаФон;Екатеринбург |Свердловская область
343;2141557;2141559;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141560;2141560;1;МегаФон;Екатеринбург |Свердловская область
343;2141561;2141561;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141562;2141562;1;МегаФон;Екатеринбург |Свердловская область
343;2141563;2141563;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141564;2141565;2;МегаФон;Екатеринбург |Свердловская область
343;2141566;2141567;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141568;2141568;1;МегаФон;Екатеринбург |Свердловская область
343;2141569;2141571;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141572;2141579;8;МегаФон;Екатеринбург |Свердловская область
343;2141580;2141581;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141582;2141582;1;МегаФон;Екатеринбург |Свердловская область
343;2141583;2141584;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141585;2141587;3;МегаФон;Екатеринбург |Свердловская область
343;2141588;2141590;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141591;2141591;1;МегаФон;Екатеринбург |Свердловская область
343;2141592;2141593;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141594;2141594;1;МегаФон;Екатеринбург |Свердловская область
343;2141595;2141595;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141596;2141596;1;МегаФон;Екатеринбург |Свердловская область
343;2141597;2141598;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141599;2141632;34;МегаФон;Екатеринбург |Свердловская область
343;2141633;2141634;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141635;2141637;3;МегаФон;Екатеринбург |Свердловская область
343;2141638;2141638;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141639;2141640;2;МегаФон;Екатеринбург |Свердловская область
343;2141641;2141644;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141645;2141645;1;МегаФон;Екатеринбург |Свердловская область
343;2141646;2141646;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141647;2141647;1;МегаФон;Екатеринбург |Свердловская область
343;2141648;2141651;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141652;2141652;1;МегаФон;Екатеринбург |Свердловская область
343;2141653;2141653;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141654;2141654;1;МегаФон;Екатеринбург |Свердловская область
343;2141655;2141655;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141656;2141656;1;МегаФон;Екатеринбург |Свердловская область
343;2141657;2141657;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141658;2141658;1;МегаФон;Екатеринбург |Свердловская область
343;2141659;2141662;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141663;2141664;2;МегаФон;Екатеринбург |Свердловская область
343;2141665;2141665;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141666;2141667;2;МегаФон;Екатеринбург |Свердловская область
343;2141668;2141668;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141669;2141670;2;МегаФон;Екатеринбург |Свердловская область
343;2141671;2141672;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141673;2141673;1;МегаФон;Екатеринбург |Свердловская область
343;2141674;2141676;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141677;2141678;2;МегаФон;Екатеринбург |Свердловская область
343;2141679;2141680;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141681;2141682;2;МегаФон;Екатеринбург |Свердловская область
343;2141683;2141688;6;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141689;2141690;2;МегаФон;Екатеринбург |Свердловская область
343;2141691;2141693;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141694;2141702;9;МегаФон;Екатеринбург |Свердловская область
343;2141703;2141703;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141704;2141704;1;МегаФон;Екатеринбург |Свердловская область
343;2141705;2141706;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141707;2141707;1;МегаФон;Екатеринбург |Свердловская область
343;2141708;2141708;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141709;2141709;1;МегаФон;Екатеринбург |Свердловская область
343;2141710;2141710;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141711;2141711;1;МегаФон;Екатеринбург |Свердловская область
343;2141712;2141715;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141716;2141717;2;МегаФон;Екатеринбург |Свердловская область
343;2141718;2141720;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141721;2141722;2;МегаФон;Екатеринбург |Свердловская область
343;2141723;2141723;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141724;2141724;1;МегаФон;Екатеринбург |Свердловская область
343;2141725;2141725;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141726;2141728;3;МегаФон;Екатеринбург |Свердловская область
343;2141729;2141729;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141730;2141732;3;МегаФон;Екатеринбург |Свердловская область
343;2141733;2141733;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141734;2141735;2;МегаФон;Екатеринбург |Свердловская область
343;2141736;2141737;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141738;2141739;2;МегаФон;Екатеринбург |Свердловская область
343;2141740;2141741;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141742;2141742;1;МегаФон;Екатеринбург |Свердловская область
343;2141743;2141743;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141744;2141744;1;МегаФон;Екатеринбург |Свердловская область
343;2141745;2141745;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141746;2141747;2;МегаФон;Екатеринбург |Свердловская область
343;2141748;2141748;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141749;2141749;1;МегаФон;Екатеринбург |Свердловская область
343;2141750;2141751;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141752;2141755;4;МегаФон;Екатеринбург |Свердловская область
343;2141756;2141756;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141757;2141758;2;МегаФон;Екатеринбург |Свердловская область
343;2141759;2141759;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141760;2141760;1;МегаФон;Екатеринбург |Свердловская область
343;2141761;2141761;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141762;2141764;3;МегаФон;Екатеринбург |Свердловская область
343;2141765;2141767;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141768;2141769;2;МегаФон;Екатеринбург |Свердловская область
343;2141770;2141770;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141771;2141771;1;МегаФон;Екатеринбург |Свердловская область
343;2141772;2141773;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141774;2141774;1;МегаФон;Екатеринбург |Свердловская область
343;2141775;2141777;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141778;2141779;2;МегаФон;Екатеринбург |Свердловская область
343;2141780;2141780;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141781;2141781;1;МегаФон;Екатеринбург |Свердловская область
343;2141782;2141783;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141784;2141786;3;МегаФон;Екатеринбург |Свердловская область
343;2141787;2141790;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141791;2141791;1;МегаФон;Екатеринбург |Свердловская область
343;2141792;2141794;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141795;2141796;2;МегаФон;Екатеринбург |Свердловская область
343;2141797;2141798;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141799;2141799;1;МегаФон;Екатеринбург |Свердловская область
343;2141800;2141801;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141802;2141803;2;МегаФон;Екатеринбург |Свердловская область
343;2141804;2141804;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141805;2141805;1;МегаФон;Екатеринбург |Свердловская область
343;2141806;2141806;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141807;2141811;5;МегаФон;Екатеринбург |Свердловская область
343;2141812;2141812;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141813;2141813;1;МегаФон;Екатеринбург |Свердловская область
343;2141814;2141814;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141815;2141816;2;МегаФон;Екатеринбург |Свердловская область
343;2141817;2141818;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141819;2141823;5;МегаФон;Екатеринбург |Свердловская область
343;2141824;2141825;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141826;2141827;2;МегаФон;Екатеринбург |Свердловская область
343;2141828;2141828;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141829;2141829;1;МегаФон;Екатеринбург |Свердловская область
343;2141830;2141831;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141832;2141834;3;МегаФон;Екатеринбург |Свердловская область
343;2141835;2141835;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141836;2141836;1;МегаФон;Екатеринбург |Свердловская область
343;2141837;2141837;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141838;2141838;1;МегаФон;Екатеринбург |Свердловская область
343;2141839;2141840;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141841;2141841;1;МегаФон;Екатеринбург |Свердловская область
343;2141842;2141842;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141843;2141845;3;МегаФон;Екатеринбург |Свердловская область
343;2141846;2141846;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141847;2141849;3;МегаФон;Екатеринбург |Свердловская область
343;2141850;2141850;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141851;2141853;3;МегаФон;Екатеринбург |Свердловская область
343;2141854;2141854;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141855;2141855;1;МегаФон;Екатеринбург |Свердловская область
343;2141856;2141856;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141857;2141858;2;МегаФон;Екатеринбург |Свердловская область
343;2141859;2141859;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141860;2141860;1;МегаФон;Екатеринбург |Свердловская область
343;2141861;2141862;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141863;2141863;1;МегаФон;Екатеринбург |Свердловская область
343;2141864;2141864;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141865;2141866;2;МегаФон;Екатеринбург |Свердловская область
343;2141867;2141867;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141868;2141873;6;МегаФон;Екатеринбург |Свердловская область
343;2141874;2141874;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141875;2141875;1;МегаФон;Екатеринбург |Свердловская область
343;2141876;2141876;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141877;2141881;5;МегаФон;Екатеринбург |Свердловская область
343;2141882;2141883;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141884;2141886;3;МегаФон;Екатеринбург |Свердловская область
343;2141887;2141887;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141888;2141888;1;МегаФон;Екатеринбург |Свердловская область
343;2141889;2141890;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141891;2141893;3;МегаФон;Екатеринбург |Свердловская область
343;2141894;2141894;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141895;2141895;1;МегаФон;Екатеринбург |Свердловская область
343;2141896;2141896;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141897;2141897;1;МегаФон;Екатеринбург |Свердловская область
343;2141898;2141899;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141900;2141900;1;МегаФон;Екатеринбург |Свердловская область
343;2141901;2141901;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141902;2141905;4;МегаФон;Екатеринбург |Свердловская область
343;2141906;2141907;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141908;2141908;1;МегаФон;Екатеринбург |Свердловская область
343;2141909;2141909;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141910;2141913;4;МегаФон;Екатеринбург |Свердловская область
343;2141914;2141914;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141915;2141917;3;МегаФон;Екатеринбург |Свердловская область
343;2141918;2141920;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141921;2141921;1;МегаФон;Екатеринбург |Свердловская область
343;2141922;2141922;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141923;2141924;2;МегаФон;Екатеринбург |Свердловская область
343;2141925;2141926;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141927;2141928;2;МегаФон;Екатеринбург |Свердловская область
343;2141929;2141929;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141930;2141930;1;МегаФон;Екатеринбург |Свердловская область
343;2141931;2141931;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141932;2141933;2;МегаФон;Екатеринбург |Свердловская область
343;2141934;2141934;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141935;2141935;1;МегаФон;Екатеринбург |Свердловская область
343;2141936;2141937;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141938;2141939;2;МегаФон;Екатеринбург |Свердловская область
343;2141940;2141940;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141941;2141941;1;МегаФон;Екатеринбург |Свердловская область
343;2141942;2141942;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141943;2141944;2;МегаФон;Екатеринбург |Свердловская область
343;2141945;2141945;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141946;2141946;1;МегаФон;Екатеринбург |Свердловская область
343;2141947;2141947;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141948;2141949;2;МегаФон;Екатеринбург |Свердловская область
343;2141950;2141950;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141951;2141954;4;МегаФон;Екатеринбург |Свердловская область
343;2141955;2141955;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141956;2141958;3;МегаФон;Екатеринбург |Свердловская область
343;2141959;2141959;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141960;2141965;6;МегаФон;Екатеринбург |Свердловская область
343;2141966;2141968;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141969;2141969;1;МегаФон;Екатеринбург |Свердловская область
343;2141970;2141970;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141971;2141971;1;МегаФон;Екатеринбург |Свердловская область
343;2141972;2141972;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141973;2141974;2;МегаФон;Екатеринбург |Свердловская область
343;2141975;2141975;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141976;2141976;1;МегаФон;Екатеринбург |Свердловская область
343;2141977;2141979;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141980;2141982;3;МегаФон;Екатеринбург |Свердловская область
343;2141983;2141984;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141985;2141985;1;МегаФон;Екатеринбург |Свердловская область
343;2141986;2141987;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2141988;2141995;8;МегаФон;Екатеринбург |Свердловская область
