АВС/ DEF;От;До;Емкость;Оператор;Регион
343;2357864;2357867;4;МегаФон;Екатеринбург |Свердловская область
343;2357868;2357868;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357869;2357873;5;МегаФон;Екатеринбург |Свердловская область
343;2357874;2357878;5;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357879;2357884;6;МегаФон;Екатеринбург |Свердловская область
343;2357885;2357886;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357887;2357887;1;МегаФон;Екатеринбург |Свердловская область
343;2357888;2357888;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357889;2357893;5;МегаФон;Екатеринбург |Свердловская область
343;2357894;2357895;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357896;2357896;1;МегаФон;Екатеринбург |Свердловская область
343;2357897;2357897;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357898;2357906;9;МегаФон;Екатеринбург |Свердловская область
343;2357907;2357907;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357908;2357909;2;МегаФон;Екатеринбург |Свердловская область
343;2357910;2357910;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357911;2357912;2;МегаФон;Екатеринбург |Свердловская область
343;2357913;2357914;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357915;2357915;1;МегаФон;Екатеринбург |Свердловская область
343;2357916;2357916;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357917;2357917;1;МегаФон;Екатеринбург |Свердловская область
343;2357918;2357921;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357922;2357930;9;МегаФон;Екатеринбург |Свердловская область
343;2357931;2357933;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357934;2357937;4;МегаФон;Екатеринбург |Свердловская область
343;2357938;2357938;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357939;2357939;1;МегаФон;Екатеринбург |Свердловская область
343;2357940;2357940;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357941;2357942;2;МегаФон;Екатеринбург |Свердловская область
343;2357943;2357945;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357946;2357947;2;МегаФон;Екатеринбург |Свердловская область
343;2357948;2357948;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357949;2357955;7;МегаФон;Екатеринбург |Свердловская область
343;2357956;2357956;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357957;2357958;2;МегаФон;Екатеринбург |Свердловская область
343;2357959;2357959;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357960;2357961;2;МегаФон;Екатеринбург |Свердловская область
343;2357962;2357962;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357963;2357963;1;МегаФон;Екатеринбург |Свердловская область
343;2357964;2357964;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357965;2357966;2;МегаФон;Екатеринбург |Свердловская область
343;2357967;2357970;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357971;2357971;1;МегаФон;Екатеринбург |Свердловская область
343;2357972;2357972;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357973;2357979;7;МегаФон;Екатеринбург |Свердловская область
343;2357980;2357980;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357981;2357982;2;МегаФон;Екатеринбург |Свердловская область
343;2357983;2357985;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357986;2357993;8;МегаФон;Екатеринбург |Свердловская область
343;2357994;2357996;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2357997;2358003;7;МегаФон;Екатеринбург |Свердловская область
343;2358004;2358005;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358006;2358006;1;МегаФон;Екатеринбург |Свердловская область
343;2358007;2358007;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358008;2358009;2;МегаФон;Екатеринбург |Свердловская область
343;2358010;2358010;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358011;2358011;1;МегаФон;Екатеринбург |Свердловская область
343;2358012;2358012;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358013;2358013;1;МегаФон;Екатеринбург |Свердловская область
343;2358014;2358014;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358015;2358017;3;МегаФон;Екатеринбург |Свердловская область
343;2358018;2358018;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358019;2358019;1;МегаФон;Екатеринбург |Свердловская область
343;2358020;2358020;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358021;2358023;3;МегаФон;Екатеринбург |Свердловская область
343;2358024;2358024;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358025;2358032;8;МегаФон;Екатеринбург |Свердловская область
343;2358033;2358033;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358034;2358035;2;МегаФон;Екатеринбург |Свердловская область
343;2358036;2358036;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358037;2358040;4;МегаФон;Екатеринбург |Свердловская область
343;2358041;2358041;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358042;2358042;1;МегаФон;Екатеринбург |Свердловская область
343;2358043;2358043;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358044;2358046;3;МегаФон;Екатеринбург |Свердловская область
343;2358047;2358047;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358048;2358056;9;МегаФон;Екатеринбург |Свердловская область
343;2358057;2358057;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358058;2358059;2;МегаФон;Екатеринбург |Свердловская область
343;2358060;2358060;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358061;2358067;7;МегаФон;Екатеринбург |Свердловская область
343;2358068;2358068;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358069;2358071;3;МегаФон;Екатеринбург |Свердловская область
343;2358072;2358072;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358073;2358082;10;МегаФон;Екатеринбург |Свердловская область
343;2358083;2358083;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358084;2358084;1;МегаФон;Екатеринбург |Свердловская область
343;2358085;2358085;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358086;2358086;1;МегаФон;Екатеринбург |Свердловская область
343;2358087;2358087;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358088;2358090;3;МегаФон;Екатеринбург |Свердловская область
343;2358091;2358091;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358092;2358102;11;МегаФон;Екатеринбург |Свердловская область
343;2358103;2358106;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358107;2358107;1;МегаФон;Екатеринбург |Свердловская область
343;2358108;2358111;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358112;2358113;2;МегаФон;Екатеринбург |Свердловская область
343;2358114;2358114;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358115;2358115;1;МегаФон;Екатеринбург |Свердловская область
343;2358116;2358116;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358117;2358125;9;МегаФон;Екатеринбург |Свердловская область
343;2358126;2358126;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358127;2358136;10;МегаФон;Екатеринбург |Свердловская область
343;2358137;2358137;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358138;2358138;1;МегаФон;Екатеринбург |Свердловская область
343;2358139;2358139;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358140;2358162;23;МегаФон;Екатеринбург |Свердловская область
343;2358163;2358163;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358164;2358166;3;МегаФон;Екатеринбург |Свердловская область
343;2358167;2358168;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358169;2358169;1;МегаФон;Екатеринбург |Свердловская область
343;2358170;2358170;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358171;2358179;9;МегаФон;Екатеринбург |Свердловская область
343;2358180;2358180;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358181;2358185;5;МегаФон;Екатеринбург |Свердловская область
343;2358186;2358186;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358187;2358190;4;МегаФон;Екатеринбург |Свердловская область
343;2358191;2358192;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358193;2358193;1;МегаФон;Екатеринбург |Свердловская область
343;2358194;2358194;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358195;2358204;10;МегаФон;Екатеринбург |Свердловская область
343;2358205;2358206;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358207;2358227;21;МегаФон;Екатеринбург |Свердловская область
343;2358228;2358228;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358229;2358229;1;МегаФон;Екатеринбург |Свердловская область
343;2358230;2358230;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358231;2358231;1;МегаФон;Екатеринбург |Свердловская область
343;2358232;2358232;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358233;2358233;1;МегаФон;Екатеринбург |Свердловская область
343;2358234;2358234;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358235;2358244;10;МегаФон;Екатеринбург |Свердловская область
343;2358245;2358245;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358246;2358246;1;МегаФон;Екатеринбург |Свердловская область
343;2358247;2358247;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358248;2358248;1;МегаФон;Екатеринбург |Свердловская область
343;2358249;2358250;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358251;2358251;1;МегаФон;Екатеринбург |Свердловская область
343;2358252;2358252;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358253;2358254;2;МегаФон;Екатеринбург |Свердловская область
343;2358255;2358255;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358256;2358256;1;МегаФон;Екатеринбург |Свердловская область
343;2358257;2358257;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358258;2358265;8;МегаФон;Екатеринбург |Свердловская область
343;2358266;2358268;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358269;2358276;8;МегаФон;Екатеринбург |Свердловская область
343;2358277;2358277;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358278;2358278;1;МегаФон;Екатеринбург |Свердловская область
343;2358279;2358279;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358280;2358280;1;МегаФон;Екатеринбург |Свердловская область
343;2358281;2358283;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358284;2358289;6;МегаФон;Екатеринбург |Свердловская область
343;2358290;2358291;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358292;2358295;4;МегаФон;Екатеринбург |Свердловская область
343;2358296;2358297;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358298;2358300;3;МегаФон;Екатеринбург |Свердловская область
343;2358301;2358302;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358303;2358303;1;МегаФон;Екатеринбург |Свердловская область
343;2358304;2358304;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358305;2358305;1;МегаФон;Екатеринбург |Свердловская область
343;2358306;2358307;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358308;2358312;5;МегаФон;Екатеринбург |Свердловская область
343;2358313;2358313;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358314;2358318;5;МегаФон;Екатеринбург |Свердловская область
343;2358319;2358319;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358320;2358321;2;МегаФон;Екатеринбург |Свердловская область
343;2358322;2358322;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358323;2358330;8;МегаФон;Екатеринбург |Свердловская область
343;2358331;2358331;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358332;2358337;6;МегаФон;Екатеринбург |Свердловская область
343;2358338;2358338;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358339;2358342;4;МегаФон;Екатеринбург |Свердловская область
343;2358343;2358344;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358345;2358345;1;МегаФон;Екатеринбург |Свердловская область
343;2358346;2358346;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358347;2358355;9;МегаФон;Екатеринбург |Свердловская область
343;2358356;2358356;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358357;2358357;1;МегаФон;Екатеринбург |Свердловская область
343;2358358;2358358;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358359;2358360;2;МегаФон;Екатеринбург |Свердловская область
343;2358361;2358361;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358362;2358365;4;МегаФон;Екатеринбург |Свердловская область
343;2358366;2358366;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358367;2358373;7;МегаФон;Екатеринбург |Свердловская область
343;2358374;2358374;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358375;2358392;18;МегаФон;Екатеринбург |Свердловская область
343;2358393;2358393;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358394;2358395;2;МегаФон;Екатеринбург |Свердловская область
343;2358396;2358396;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358397;2358397;1;МегаФон;Екатеринбург |Свердловская область
343;2358398;2358398;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358399;2358402;4;МегаФон;Екатеринбург |Свердловская область
343;2358403;2358403;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358404;2358417;14;МегаФон;Екатеринбург |Свердловская область
343;2358418;2358419;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358420;2358420;1;МегаФон;Екатеринбург |Свердловская область
343;2358421;2358422;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358423;2358424;2;МегаФон;Екатеринбург |Свердловская область
343;2358425;2358425;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358426;2358436;11;МегаФон;Екатеринбург |Свердловская область
343;2358437;2358439;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358440;2358440;1;МегаФон;Екатеринбург |Свердловская область
343;2358441;2358441;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358442;2358444;3;МегаФон;Екатеринбург |Свердловская область
343;2358445;2358445;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358446;2358448;3;МегаФон;Екатеринбург |Свердловская область
343;2358449;2358450;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358451;2358463;13;МегаФон;Екатеринбург |Свердловская область
343;2358464;2358464;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358465;2358470;6;МегаФон;Екатеринбург |Свердловская область
343;2358471;2358472;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358473;2358474;2;МегаФон;Екатеринбург |Свердловская область
343;2358475;2358475;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358476;2358482;7;МегаФон;Екатеринбург |Свердловская область
343;2358483;2358483;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358484;2358487;4;МегаФон;Екатеринбург |Свердловская область
343;2358488;2358488;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358489;2358492;4;МегаФон;Екатеринбург |Свердловская область
343;2358493;2358496;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358497;2358497;1;МегаФон;Екатеринбург |Свердловская область
343;2358498;2358498;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358499;2358501;3;МегаФон;Екатеринбург |Свердловская область
343;2358502;2358502;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358503;2358507;5;МегаФон;Екатеринбург |Свердловская область
343;2358508;2358509;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358510;2358510;1;МегаФон;Екатеринбург |Свердловская область
343;2358511;2358512;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358513;2358525;13;МегаФон;Екатеринбург |Свердловская область
343;2358526;2358526;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358527;2358527;1;МегаФон;Екатеринбург |Свердловская область
343;2358528;2358528;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358529;2358539;11;МегаФон;Екатеринбург |Свердловская область
343;2358540;2358540;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358541;2358545;5;МегаФон;Екатеринбург |Свердловская область
343;2358546;2358546;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358547;2358552;6;МегаФон;Екатеринбург |Свердловская область
343;2358553;2358554;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358555;2358559;5;МегаФон;Екатеринбург |Свердловская область
343;2358560;2358560;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358561;2358563;3;МегаФон;Екатеринбург |Свердловская область
343;2358564;2358564;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358565;2358568;4;МегаФон;Екатеринбург |Свердловская область
343;2358569;2358570;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358571;2358571;1;МегаФон;Екатеринбург |Свердловская область
343;2358572;2358572;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358573;2358573;1;МегаФон;Екатеринбург |Свердловская область
343;2358574;2358575;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358576;2358578;3;МегаФон;Екатеринбург |Свердловская область
343;2358579;2358581;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358582;2358584;3;МегаФон;Екатеринбург |Свердловская область
343;2358585;2358586;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358587;2358587;1;МегаФон;Екатеринбург |Свердловская область
343;2358588;2358589;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358590;2358592;3;МегаФон;Екатеринбург |Свердловская область
343;2358593;2358595;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358596;2358597;2;МегаФон;Екатеринбург |Свердловская область
343;2358598;2358598;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358599;2358600;2;МегаФон;Екатеринбург |Свердловская область
343;2358601;2358601;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358602;2358606;5;МегаФон;Екатеринбург |Свердловская область
343;2358607;2358607;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358608;2358609;2;МегаФон;Екатеринбург |Свердловская область
343;2358610;2358610;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358611;2358612;2;МегаФон;Екатеринбург |Свердловская область
343;2358613;2358613;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358614;2358617;4;МегаФон;Екатеринбург |Свердловская область
343;2358618;2358618;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358619;2358619;1;МегаФон;Екатеринбург |Свердловская область
343;2358620;2358620;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358621;2358624;4;МегаФон;Екатеринбург |Свердловская область
343;2358625;2358625;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358626;2358635;10;МегаФон;Екатеринбург |Свердловская область
343;2358636;2358636;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358637;2358637;1;МегаФон;Екатеринбург |Свердловская область
343;2358638;2358639;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358640;2358640;1;МегаФон;Екатеринбург |Свердловская область
343;2358641;2358641;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358642;2358654;13;МегаФон;Екатеринбург |Свердловская область
343;2358655;2358655;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358656;2358660;5;МегаФон;Екатеринбург |Свердловская область
343;2358661;2358661;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358662;2358675;14;МегаФон;Екатеринбург |Свердловская область
343;2358676;2358676;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358677;2358682;6;МегаФон;Екатеринбург |Свердловская область
343;2358683;2358683;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358684;2358685;2;МегаФон;Екатеринбург |Свердловская область
343;2358686;2358687;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358688;2358692;5;МегаФон;Екатеринбург |Свердловская область
343;2358693;2358694;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358695;2358695;1;МегаФон;Екатеринбург |Свердловская область
343;2358696;2358696;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358697;2358698;2;МегаФон;Екатеринбург |Свердловская область
343;2358699;2358700;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358701;2358702;2;МегаФон;Екатеринбург |Свердловская область
343;2358703;2358703;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358704;2358707;4;МегаФон;Екатеринбург |Свердловская область
343;2358708;2358709;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358710;2358718;9;МегаФон;Екатеринбург |Свердловская область
343;2358719;2358720;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358721;2358723;3;МегаФон;Екатеринбург |Свердловская область
343;2358724;2358725;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358726;2358752;27;МегаФон;Екатеринбург |Свердловская область
343;2358753;2358753;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2358754;2358999;246;МегаФон;Екатеринбург |Свердловская область
343;2359000;2359000;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359001;2359001;1;МегаФон;Екатеринбург |Свердловская область
343;2359002;2359003;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359004;2359005;2;МегаФон;Екатеринбург |Свердловская область
343;2359006;2359006;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359007;2359007;1;МегаФон;Екатеринбург |Свердловская область
343;2359008;2359014;7;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359015;2359018;4;МегаФон;Екатеринбург |Свердловская область
343;2359019;2359020;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359021;2359024;4;МегаФон;Екатеринбург |Свердловская область
343;2359025;2359026;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359027;2359027;1;МегаФон;Екатеринбург |Свердловская область
343;2359028;2359028;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359029;2359029;1;МегаФон;Екатеринбург |Свердловская область
343;2359030;2359030;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359031;2359031;1;МегаФон;Екатеринбург |Свердловская область
343;2359032;2359034;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359035;2359035;1;МегаФон;Екатеринбург |Свердловская область
343;2359036;2359044;9;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359045;2359045;1;МегаФон;Екатеринбург |Свердловская область
343;2359046;2359049;4;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359050;2359050;1;МегаФон;Екатеринбург |Свердловская область
343;2359051;2359056;6;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359057;2359057;1;МегаФон;Екатеринбург |Свердловская область
343;2359058;2359058;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359059;2359062;4;МегаФон;Екатеринбург |Свердловская область
343;2359063;2359064;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359065;2359065;1;МегаФон;Екатеринбург |Свердловская область
343;2359066;2359066;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359067;2359067;1;МегаФон;Екатеринбург |Свердловская область
343;2359068;2359069;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359070;2359071;2;МегаФон;Екатеринбург |Свердловская область
343;2359072;2359072;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359073;2359074;2;МегаФон;Екатеринбург |Свердловская область
343;2359075;2359076;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359077;2359077;1;МегаФон;Екатеринбург |Свердловская область
343;2359078;2359080;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359081;2359084;4;МегаФон;Екатеринбург |Свердловская область
343;2359085;2359089;5;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359090;2359090;1;МегаФон;Екатеринбург |Свердловская область
343;2359091;2359092;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359093;2359093;1;МегаФон;Екатеринбург |Свердловская область
343;2359094;2359096;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359097;2359097;1;МегаФон;Екатеринбург |Свердловская область
343;2359098;2359100;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359101;2359101;1;МегаФон;Екатеринбург |Свердловская область
343;2359102;2359103;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359104;2359104;1;МегаФон;Екатеринбург |Свердловская область
343;2359105;2359107;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359108;2359108;1;МегаФон;Екатеринбург |Свердловская область
343;2359109;2359110;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359111;2359113;3;МегаФон;Екатеринбург |Свердловская область
343;2359114;2359114;1;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359115;2359115;1;МегаФон;Екатеринбург |Свердловская область
343;2359116;2359120;5;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359121;2359121;1;МегаФон;Екатеринбург |Свердловская область
343;2359122;2359123;2;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359124;2359126;3;МегаФон;Екатеринбург |Свердловская область
343;2359127;2359129;3;Нэт Бай Нэт Холдинг;Екатеринбург |Свердловская область
343;2359130;2359133;4;МегаФон;Екатеринбург |Свердловская область
